technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,cost_per_tonne_abated,abatement_tech_sector,uid,year,region,gics_sector
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2044,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2044,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2044,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2044,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2044,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2045,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2045,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2045,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2045,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2045,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2045,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2045,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2046,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2046,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2046,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2046,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2046,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2046,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2046,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2047,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2047,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2047,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2047,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2047,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2047,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2047,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2048,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2048,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2048,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2048,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2048,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2048,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2048,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2049,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2049,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2049,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2049,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2049,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2049,Brazil,Real Estate
Wind Power,False,52134,90187,0.0,1750138.3800000001,33.57,Energy,C046,2049,Brazil,Real Estate
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C046,2050,Brazil,Real Estate
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C046,2050,Brazil,Real Estate
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C046,2050,Brazil,Real Estate
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C046,2050,Brazil,Real Estate
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C046,2050,Brazil,Real Estate
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C046,2050,Brazil,Real Estate
Wind Power,False,52135,90187,0.0,1750171.95,33.57,Energy,C046,2050,Brazil,Real Estate
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C047,2026,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C047,2026,Brazil,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C047,2026,Brazil,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C047,2026,Brazil,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C047,2026,Brazil,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C047,2026,Brazil,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C047,2026,Brazil,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C047,2026,Brazil,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C047,2026,Brazil,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C047,2026,Brazil,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C047,2027,Brazil,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C047,2027,Brazil,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C047,2027,Brazil,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C047,2027,Brazil,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C047,2027,Brazil,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C047,2027,Brazil,IT
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C047,2027,Brazil,IT
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C047,2027,Brazil,IT
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C047,2027,Brazil,IT
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C047,2027,Brazil,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C047,2027,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C047,2027,Brazil,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C047,2027,Brazil,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C047,2027,Brazil,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C047,2027,Brazil,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C047,2027,Brazil,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C047,2027,Brazil,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C047,2027,Brazil,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C047,2027,Brazil,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C047,2027,Brazil,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C047,2028,Brazil,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C047,2028,Brazil,IT
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C047,2028,Brazil,IT
Grid-scale Battery Storage,False,155530,155530,0.0,14097239.2,90.64,Utilities,C047,2028,Brazil,IT
Heat Pumps,False,21608,21608,0.0,759089.04,35.13,Consumer Discretionary,C047,2028,Brazil,IT
Electrification of Equipment,False,27128,27128,0.0,1779325.52,65.59,Industrials,C047,2028,Brazil,IT
Wind Power,False,180374,180374,0.0,6055155.18,33.57,Energy,C047,2028,Brazil,IT
Process Electrification,False,79474,79474,0.0,6224403.68,78.32,Materials,C047,2028,Brazil,IT
EV Fleet Transition,False,22440,22440,0.0,2615830.8,116.57,Consumer Discretionary,C047,2028,Brazil,IT
Smart Grid Tech,False,21778,21778,0.0,1338475.8800000001,61.46000000000001,Utilities,C047,2028,Brazil,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C047,2028,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C047,2028,Brazil,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C047,2028,Brazil,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C047,2028,Brazil,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C047,2028,Brazil,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C047,2028,Brazil,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C047,2028,Brazil,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C047,2028,Brazil,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C047,2028,Brazil,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C047,2028,Brazil,IT
Energy Efficiency Upgrades,False,118398,118398,0.0,5568257.94,47.03,Industrials,C047,2029,Brazil,IT
Carbon Capture and Storage,False,647136,647136,0.0,55821951.36000001,86.26,Energy,C047,2029,Brazil,IT
Hydrogen Fuel,False,115806,115806,0.0,17439225.54,150.59,Materials,C047,2029,Brazil,IT
Grid-scale Battery Storage,False,233295,233295,0.0,21145858.8,90.64,Utilities,C047,2029,Brazil,IT
Heat Pumps,False,32412,32412,0.0,1138633.56,35.13,Consumer Discretionary,C047,2029,Brazil,IT
Electrification of Equipment,False,40692,40692,0.0,2668988.2800000003,65.59,Industrials,C047,2029,Brazil,IT
Wind Power,False,270561,270561,0.0,9082732.77,33.57,Energy,C047,2029,Brazil,IT
Process Electrification,False,119211,119211,0.0,9336605.52,78.32,Materials,C047,2029,Brazil,IT
EV Fleet Transition,False,33660,33660,0.0,3923746.1999999997,116.57,Consumer Discretionary,C047,2029,Brazil,IT
Smart Grid Tech,False,32667,32667,0.0,2007713.82,61.46,Utilities,C047,2029,Brazil,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C047,2029,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C047,2029,Brazil,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C047,2029,Brazil,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C047,2029,Brazil,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C047,2029,Brazil,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C047,2029,Brazil,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C047,2029,Brazil,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C047,2029,Brazil,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C047,2029,Brazil,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C047,2029,Brazil,IT
Energy Efficiency Upgrades,False,157864,157864,0.0,7424343.92,47.03,Industrials,C047,2030,Brazil,IT
Carbon Capture and Storage,False,862848,862848,0.0,74429268.48,86.26,Energy,C047,2030,Brazil,IT
Hydrogen Fuel,False,154408,154408,0.0,23252300.72,150.59,Materials,C047,2030,Brazil,IT
Grid-scale Battery Storage,False,311060,311060,0.0,28194478.4,90.64,Utilities,C047,2030,Brazil,IT
Heat Pumps,False,43216,43216,0.0,1518178.08,35.13,Consumer Discretionary,C047,2030,Brazil,IT
Electrification of Equipment,False,54256,54256,0.0,3558651.04,65.59,Industrials,C047,2030,Brazil,IT
Wind Power,False,360748,360748,0.0,12110310.36,33.57,Energy,C047,2030,Brazil,IT
Process Electrification,False,158948,158948,0.0,12448807.36,78.32,Materials,C047,2030,Brazil,IT
EV Fleet Transition,False,44880,44880,0.0,5231661.6,116.57,Consumer Discretionary,C047,2030,Brazil,IT
Smart Grid Tech,False,43556,43556,0.0,2676951.7600000002,61.46000000000001,Utilities,C047,2030,Brazil,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C047,2030,Brazil,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C047,2030,Brazil,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C047,2030,Brazil,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C047,2030,Brazil,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C047,2030,Brazil,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C047,2030,Brazil,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C047,2030,Brazil,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C047,2030,Brazil,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C047,2030,Brazil,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C047,2030,Brazil,IT
Carbon Capture and Storage,True,137500,407301,212870000.0,10327625.0,597.7455938237323,Energy,C048,2026,India,Energy
Carbon Capture and Storage,False,137500,407301,0.0,10327625.0,75.11,Energy,C048,2027,India,Energy
Carbon Capture and Storage,False,137500,407301,0.0,10327625.0,75.11,Energy,C048,2028,India,Energy
Carbon Capture and Storage,False,137500,407301,0.0,10327625.0,75.11,Energy,C048,2029,India,Energy
Carbon Capture and Storage,False,137500,407301,0.0,10327625.0,75.11,Energy,C048,2030,India,Energy
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C050,2026,Australia,Materials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C050,2026,Australia,Materials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C050,2027,Australia,Materials
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C050,2027,Australia,Materials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C050,2027,Australia,Materials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C050,2027,Australia,Materials
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C050,2028,Australia,Materials
Process Electrification,False,79474,79474,0.0,6224403.68,78.32,Materials,C050,2028,Australia,Materials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C050,2028,Australia,Materials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C050,2028,Australia,Materials
Hydrogen Fuel,False,115806,115806,0.0,17439225.54,150.59,Materials,C050,2029,Australia,Materials
Process Electrification,False,119211,119211,0.0,9336605.52,78.32,Materials,C050,2029,Australia,Materials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C050,2029,Australia,Materials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C050,2029,Australia,Materials
Hydrogen Fuel,False,154408,154408,0.0,23252300.72,150.59,Materials,C050,2030,Australia,Materials
Process Electrification,False,158948,158948,0.0,12448807.36,78.32,Materials,C050,2030,Australia,Materials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C050,2030,Australia,Materials
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C050,2030,Australia,Materials
